NO;OSM Feature Class;OSM MCE FieldName;OSM  Attribute Value;OSM Attribute definition;Mapping Description;DGIF Feature Alpha;DGIF Feature 531;DGIF Attribute Alpha;DGIF Attribute 531;DGIF AttributeValue Alpha;DGIF Value 531;DGIF Attribute Alpha;DGIF Attribute 531;DGIF AttributeValue Alpha;DGIF Value 531;
885;natural_Polygon;natural;wetland;Waterlogged area ;OK;Wetland;BH095;;;;;;;;;
886;natural_Polygon;natural;bay;A large body of water partially enclosed by land but with a wide mouth;OK;WaterbodyArea;FC046;waterbodyMorphology;SEA;bay;5;;;;;
887;natural_Polygon;natural;beach;A flat area of sand, gravel or pebble next to water ;OK;Beach;BA050;;;;;;;;;
888;natural_Polygon;natural;cliff;A significant vertical, or near vertical, rock exposure;OK;SteepTerrainFace;DB010;terrainFaceType;TFT;cliff;1;;;;;
889;natural_Polygon;natural;rock;A notable rock or group of rocks with connection to the ground;not in DGIF;;;;;;;;;;;
890;natural_Polygon;natural;sinkhole ;A natural depression or hole in the surface topography;OK;LandMorphologyArea;DB001;landMorphology;LND;sinkhole;44;;;;;
891;natural_Polygon;natural;cave_entrance;The entrance to a cave;OK;CaveMouth;DB029;;;;;;;;;
892;office_Point;office;user-defined or "yes";;OK;Building;AL013;featureFunction;FFN;noInformation;-999999;;;;;
893;office_Point;office;accountant ; An office for an accountant ;OK;Building;AL013;featureFunction;FFN;accounting;696;;;;;
894;office_Point;office;adoption_agency ;A place where prospective parent/s may adopt a child or children;Generalization;Building;AL013;;;;;;;;;
895;office_Point;office;advertising_agency ; An advertising agency or ad agency or advert agency is a service based business dedicated to creating, planning, and handling advertising (and sometimes other forms of promotion) for its clients ;OK;Building;AL013;featureFunction;FFN;advertising;741;;;;;
896;office_Point;office;architect;Area  An office for a architect ;OK;Building;AL013;featureFunction;FFN;architectureConsulting;711;;;;;
897;office_Point;office;association  ;An office of a non-profit organisation, society, e.g. student, sport, consumer, automobile, bike association, etc ;Generalization;Building;AL013;;;;;;;;;
898;office_Point;office;company  ;An office for a private company ;OK;Building;AL013;featureFunction;FFN;businessManagement;706;;;;;
899;office_Point;office;educational_institution;An office for an educational institution ;OK;Building;AL013;featureFunction;FFN;education;850;;;;;
900;office_Point;office;employment_agency;An office for a employment agency;OK;Building;AL013;featureFunction;FFN;employmentAgency;770;;;;;
901;office_Point;office;energy_supplier ;An office for a energy supplier;OK;Building;AL013;featureFunction;FFN;powerGeneration;351;;;;;
902;office_Point;office;estate_agent ;An office for a estate agent or realtor ;OK;Building;AL013;featureFunction;FFN;realEstateActivities;680;;;;;
903;office_Point;office;forestry;A forestry office;OK;Building;AL013;featureFunction;FFN;forestryLogging;20;;;;;
904;office_Point;office;foundation ;An office for a foundation ;Generalization;Building;AL013;;;;;;;;;
905;office_Point;office;government ;An office of a (supra)national, regional or local government agency or department;OK;Building;AL013;featureFunction;FFN;government;811;;;;;
906;office_Point;office;guide;An office for tour guides, mountain guides, dive guides, etc ;Generalization;Building;AL013;featureFunction;FFN;recreation;921;;;;;
907;office_Point;office;insurance ;An office for a insurance company or agent ;OK;Building;AL013;featureFunction;FFN;insurance;651;;;;;
908;office_Point;office;it;An office for an IT specialist.;Generalization;Building;AL013;;;;;;;;;
909;office_Point;office;lawyer;An office for a lawyer. ;OK;Building;AL013;featureFunction;FFN;legalActivities;691;;;;;
910;office_Point;office;logistics  ;An office for a forwarder / hauler ;Generalization;Building;AL013;;;;;;;;;
911;office_Point;office;newspaper;An office for a newspaper;OK;Building;AL013;featureFunction;FFN;publishingBroadcasting;580;;;;;
912;office_Point;office;ngo;An office for a non-governmental organisation;Generalization;Building;AL013;featureFunction;FFN;officeAdministration;801;;;;;
913;office_Point;office;notary;See office=lawyer above;OK;Building;AL013;featureFunction;FFN;legalActivities;691;;;;;
914;office_Point;office;political_party ;An office for a political party;Generalization;Building;AL013;featureFunction;FFN;officeAdministration;801;;;;;
915;office_Point;office;private_investigator ;An office for a private investigator ;Generalization;Building;AL013;featureFunction;FFN;officeAdministration;801;;;;;
916;office_Point;office;quango;An office for a quango (quasi-autonomous non-governmental organisation).;Generalization;Building;AL013;featureFunction;FFN;officeAdministration;801;;;;;
917;office_Point;office;realtor, real_estate_agent  ;See office=estate_agent above;OK;Building;AL013;featureFunction;FFN;realEstateActivities;680;;;;;
918;office_Point;office;religion;An office of an religion instance. For example: parish office;OK;Building;AL013;featureFunction;FFN;religiousActivities;930;;;;;
919;office_Point;office;research;An office for R&D;OK;Building;AL013;featureFunction;FFN;scientificResearchDevel;720;;;;;
920;office_Point;office;tax;Fiscal authorities, tax and revenue office. Possible duplicate of office=government;Generalization;Building;AL013;featureFunction;FFN;officeAdministration;801;;;;;
921;office_Point;office;tax_advisor  ;Specialist preparing tax declarations for companies and individuals;Generalization;Building;AL013;featureFunction;FFN;officeAdministration;801;;;;;
922;office_Point;office;telecommunication ;Telecommunication company office;OK;Building;AL013;featureFunction;FFN;telecommunications;610;;;;;
923;office_Point;office;travel_agent  ;An office for a travel agent ;OK;Building;AL013;featureFunction;FFN;travelAgency;775;;;;;
924;office_Point;office;water_utility ;An office for a water utility company or water board ;OK;Building;AL013;featureFunction;FFN;waterSupply;360;;;;;
925;office_Polygon;office;user-defined or "yes";;OK;Building;AL013;featureFunction;FFN;noInformation;-999999;;;;;
926;office_Polygon;office;accountant ; An office for an accountant ;OK;Building;AL013;featureFunction;FFN;accounting;696;;;;;
927;office_Polygon;office;adoption_agency ;A place where prospective parent/s may adopt a child or children;Generalization;Building;AL013;;;;;;;;;
928;office_Polygon;office;advertising_agency ; An advertising agency or ad agency or advert agency is a service based business dedicated to creating, planning, and handling advertising (and sometimes other forms of promotion) for its clients ;OK;Building;AL013;featureFunction;FFN;advertising;741;;;;;
929;office_Polygon;office;architect;Area  An office for a architect ;OK;Building;AL013;featureFunction;FFN;architectureConsulting;711;;;;;
930;office_Polygon;office;association  ;An office of a non-profit organisation, society, e.g. student, sport, consumer, automobile, bike association, etc ;Generalization;Building;AL013;;;;;;;;;
931;office_Polygon;office;company  ;An office for a private company ;OK;Building;AL013;featureFunction;FFN;businessManagement;706;;;;;
932;office_Polygon;office;educational_institution;An office for an educational institution ;OK;Building;AL013;featureFunction;FFN;education;850;;;;;
933;office_Polygon;office;employment_agency;An office for a employment agency;OK;Building;AL013;featureFunction;FFN;employmentAgency;770;;;;;
934;office_Polygon;office;energy_supplier ;An office for a energy supplier;OK;Building;AL013;featureFunction;FFN;powerGeneration;351;;;;;
935;office_Polygon;office;estate_agent ;An office for a estate agent or realtor ;OK;Building;AL013;featureFunction;FFN;realEstateActivities;680;;;;;
936;office_Polygon;office;forestry;A forestry office;OK;Building;AL013;featureFunction;FFN;forestryLogging;20;;;;;
937;office_Polygon;office;foundation ;An office for a foundation ;Generalization;Building;AL013;;;;;;;;;
938;office_Polygon;office;government ;An office of a (supra)national, regional or local government agency or department;OK;Building;AL013;featureFunction;FFN;government;811;;;;;
939;office_Polygon;office;guide;An office for tour guides, mountain guides, dive guides, etc ;Generalization;Building;AL013;featureFunction;FFN;recreation;921;;;;;
940;office_Polygon;office;insurance ;An office for a insurance company or agent ;OK;Building;AL013;featureFunction;FFN;insurance;651;;;;;
941;office_Polygon;office;it;An office for an IT specialist.;Generalization;Building;AL013;;;;;;;;;
942;office_Polygon;office;lawyer;An office for a lawyer. ;OK;Building;AL013;featureFunction;FFN;legalActivities;691;;;;;
943;office_Polygon;office;logistics  ;An office for a forwarder / hauler ;Generalization;Building;AL013;;;;;;;;;
944;office_Polygon;office;newspaper;An office for a newspaper;OK;Building;AL013;featureFunction;FFN;publishingBroadcasting;580;;;;;
945;office_Polygon;office;ngo;An office for a non-governmental organisation;Generalization;Building;AL013;featureFunction;FFN;officeAdministration;801;;;;;
946;office_Polygon;office;notary;See office=lawyer above;OK;Building;AL013;featureFunction;FFN;legalActivities;691;;;;;
947;office_Polygon;office;political_party ;An office for a political party;Generalization;Building;AL013;featureFunction;FFN;officeAdministration;801;;;;;
948;office_Polygon;office;private_investigator ;An office for a private investigator ;Generalization;Building;AL013;featureFunction;FFN;officeAdministration;801;;;;;
949;office_Polygon;office;quango;An office for a quango (quasi-autonomous non-governmental organisation).;Generalization;Building;AL013;featureFunction;FFN;officeAdministration;801;;;;;
950;office_Polygon;office;realtor, real_estate_agent  ;See office=estate_agent above;OK;Building;AL013;featureFunction;FFN;realEstateActivities;680;;;;;
951;office_Polygon;office;religion;An office of an religion instance. For example: parish office;OK;Building;AL013;featureFunction;FFN;religiousActivities;930;;;;;
952;office_Polygon;office;research;An office for R&D;OK;Building;AL013;featureFunction;FFN;scientificResearchDevel;720;;;;;
953;office_Polygon;office;tax;Fiscal authorities, tax and revenue office. Possible duplicate of office=government;Generalization;Building;AL013;featureFunction;FFN;officeAdministration;801;;;;;
954;office_Polygon;office;tax_advisor  ;Specialist preparing tax declarations for companies and individuals;Generalization;Building;AL013;featureFunction;FFN;officeAdministration;801;;;;;
955;office_Polygon;office;telecommunication ;Telecommunication company office;OK;Building;AL013;featureFunction;FFN;telecommunications;610;;;;;
956;office_Polygon;office;travel_agent  ;An office for a travel agent ;OK;Building;AL013;featureFunction;FFN;travelAgency;775;;;;;
957;office_Polygon;office;water_utility ;An office for a water utility company or water board ;OK;Building;AL013;featureFunction;FFN;waterSupply;360;;;;;
958;place_Point;place;user-defined or "yes";;OK;PopulatedPlace;AL022;;;;;;;;;
959;place_Point;place;country;See boundary=administrative;OK;AdministrativeDivision;FA003;adminUnitTypeName;ANN;"country";;;;;;
960;place_Point;place;state;See boundary=administrative;OK;AdministrativeDivision;FA003;adminUnitTypeName;ANN;"state";;;;;;
961;place_Point;place;region;See boundary=administrative;OK;AdministrativeDivision;FA003;adminUnitTypeName;ANN;"region";;;;;;
962;place_Point;place;province;See boundary=administrative;OK;AdministrativeDivision;FA003;adminUnitTypeName;ANN;"province";;;;;;
963;place_Point;place;district;See boundary=administrative;OK;AdministrativeDivision;FA003;adminUnitTypeName;ANN;"district";;;;;;
964;place_Point;place;county;See boundary=administrative;OK;AdministrativeDivision;FA003;adminUnitTypeName;ANN;"county";;;;;;
965;place_Point;place;municipality;See boundary=administrative;OK;AdministrativeDivision;FA003;adminUnitTypeName;ANN;"municipality";;;;;;
966;place_Point;place;city;The largest urban settlements in the territory, normally including the national, state and provincial capitals. These are defined by charter or other governmental designation in some territories and are a matter of judgement in others. Should normally have a population of at least 100,000 people and be larger than nearby towns;Generalization;PopulatedPlace;AL022;;;;;;;;;
967;place_Point;place;borough;Depending on the country suburbs in larger cities are often grouped into administrative units called boroughs or city districts; using the value borough avoids name confusion in countries that declare districts within their states or counties;Generalization;PopulatedPlace;AL022;;;;;;;;;
968;place_Point;place;suburb;A distinct section of an urban settlement (city, town, etc.) with its own name and identity. e.g.  annexed towns or villages which were formerly independent, independent (or dependent) municipalities within a city or next to a much bigger town, historical districts of settlements, industrial districts or recreation areas within a settlements with specific names;Generalization;PopulatedPlace;AL022;;;;;;;;;
969;place_Point;place;quarter;A named part of a bigger settlement where this part is smaller than a suburb and bigger than a neighbourhood. This does not have to be an administrative entity.The term quarter is sometimes used synonymously for neighbourhood;Generalization;PopulatedPlace;AL022;;;;;;;;;
970;place_Point;place;neighbourhood;A named part of a place=village, a place=town or a place=city. Smaller than place=suburb and place=quarter.The term quarter is sometimes used synonymously for neighbourhood, but may also stand for borough or suburb and hence is often avoided in OSM;Generalization;PopulatedPlace;AL022;;;;;;;;;
971;place_Point;place;city_block ;A named city block that is part of a place=city;Generalization;PopulatedPlace;AL022;;;;;;;;;
972;place_Point;place;plot;A named plot is a tract or parcel of land owned or meant to be owned by some owner;OK;LandParcel;IA040;;;;;;;;;
973;place_Point;place;town;A second tier urban settlement of local importance, often with a population of 10,000 people and good range of local facilities including schools, medical facilities etc and traditionally a market. In areas of low population, towns may have significantly lower populations;Generalization;PopulatedPlace;AL022;;;;;;;;;
974;place_Point;place;village;A smaller distinct settlement, smaller than a town with few facilities available with people traveling to nearby towns to access these. Populations of villages vary widely in different territories but will nearly always be less than 10,000 people, often a lot less;Generalization;PopulatedPlace;AL022;;;;;;;;;
975;place_Point;place;hamlet;A smaller rural community typically with fewer than 100-200 inhabitants, few infrastructure;Generalization;PopulatedPlace;AL022;;;;;;;;;
976;place_Point;place;isolated_dwelling;Smallest kind of human settlement. No more than 2 households;Generalization;PopulatedPlace;AL022;isolated;ISS;VERO;1001;;;;;
977;place_Point;place;farm;A farm that has its own name. If the farm is not a part of bigger settlement use place=isolated_dwelling. See also landuse=farmyard ;OK;Farm;AJ060;;;;;;;;;
978;place_Point;place;allotments  ;Dacha or cottage settlement, which is located outside other inhabited locality. This value is used mainly in Russia and other countries of the former Soviet Union, where a lot of such unofficial settlements exist ;not in DGIF;;;;;;;;;;;
979;place_Point;place;continent;One of the seven continents: Africa, Antarctica, Asia, Australia, Europe, North America, South America;Generalization;GeneralLocation;ZD050;;;;;;;;;
980;place_Point;place;islet;Identifies an islet (< 1 km2). ;OK;Island;BA030;;;;;;;;;
981;place_Point;place;square;For a square in a town (English: square, French: place, German: Platz, Italian: piazza, Spanish: plaza, Russian: ???????).;OK;PublicSquare;AL170;;;;;;;;;
982;place_Point;place;locality;For an unpopulated named place;OK;GeneralLocation;ZD050;;;;;;;;;
983;place_Polygon;place;user-defined or "yes";;OK;PopulatedPlace;AL022;;;;;;;;;
984;place_Polygon;place;state;See boundary=administrative;OK;AdministrativeDivision;FA003;adminUnitTypeName;ANN;"state";;;;;;
985;place_Polygon;place;region;See boundary=administrative;OK;AdministrativeDivision;FA003;adminUnitTypeName;ANN;"region";;;;;;
986;place_Polygon;place;province;See boundary=administrative;OK;AdministrativeDivision;FA003;adminUnitTypeName;ANN;"province";;;;;;
987;place_Polygon;place;district;See boundary=administrative;OK;AdministrativeDivision;FA003;adminUnitTypeName;ANN;"district";;;;;;
988;place_Polygon;place;county;See boundary=administrative;OK;AdministrativeDivision;FA003;adminUnitTypeName;ANN;"county";;;;;;
989;place_Polygon;place;municipality;See boundary=administrative;OK;AdministrativeDivision;FA003;adminUnitTypeName;ANN;"municipality";;;;;;
990;place_Polygon;place;city;The largest urban settlements in the territory, normally including the national, state and provincial capitals. These are defined by charter or other governmental designation in some territories and are a matter of judgement in others. Should normally have a population of at least 100,000 people and be larger than nearby towns;Generalization;PopulatedPlace;AL022;;;;;;;;;
991;place_Polygon;place;borough;Depending on the country suburbs in larger cities are often grouped into administrative units called boroughs or city districts; using the value borough avoids name confusion in countries that declare districts within their states or counties;Generalization;PopulatedPlace;AL022;;;;;;;;;
992;place_Polygon;place;suburb;A distinct section of an urban settlement (city, town, etc.) with its own name and identity. e.g.  annexed towns or villages which were formerly independent, independent (or dependent) municipalities within a city or next to a much bigger town, historical districts of settlements, industrial districts or recreation areas within a settlements with specific names;Generalization;PopulatedPlace;AL022;;;;;;;;;
993;place_Polygon;place;quarter;A named part of a bigger settlement where this part is smaller than a suburb and bigger than a neighbourhood. This does not have to be an administrative entity.The term quarter is sometimes used synonymously for neighbourhood;Generalization;PopulatedPlace;AL022;;;;;;;;;
994;place_Polygon;place;neighbourhood;A named part of a place=village, a place=town or a place=city. Smaller than place=suburb and place=quarter.The term quarter is sometimes used synonymously for neighbourhood, but may also stand for borough or suburb and hence is often avoided in OSM;Generalization;PopulatedPlace;AL022;;;;;;;;;
995;place_Polygon;place;city_block ;A named city block that is part of a place=city;Generalization;PopulatedPlace;AL022;;;;;;;;;
996;place_Polygon;place;plot;A named plot is a tract or parcel of land owned or meant to be owned by some owner;OK;LandParcel;IA040;;;;;;;;;
997;place_Polygon;place;town;A second tier urban settlement of local importance, often with a population of 10,000 people and good range of local facilities including schools, medical facilities etc and traditionally a market. In areas of low population, towns may have significantly lower populations;Generalization;PopulatedPlace;AL022;;;;;;;;;
998;place_Polygon;place;village;A smaller distinct settlement, smaller than a town with few facilities available with people traveling to nearby towns to access these. Populations of villages vary widely in different territories but will nearly always be less than 10,000 people, often a lot less;Generalization;PopulatedPlace;AL022;;;;;;;;;
999;place_Polygon;place;hamlet;A smaller rural community typically with fewer than 100-200 inhabitants, few infrastructure;Generalization;PopulatedPlace;AL022;;;;;;;;;
1000;place_Polygon;place;isolated_dwelling;Smallest kind of human settlement. No more than 2 households;Generalization;PopulatedPlace;AL022;isolated;ISS;VERO;1001;;;;;
1001;place_Polygon;place;farm;A farm that has its own name. If the farm is not a part of bigger settlement use place=isolated_dwelling. See also landuse=farmyard ;OK;Farm;AJ060;;;;;;;;;
1002;place_Polygon;place;allotments  ;Dacha or cottage settlement, which is located outside other inhabited locality. This value is used mainly in Russia and other countries of the former Soviet Union, where a lot of such unofficial settlements exist ;not in DGIF;;;;;;;;;;;
1003;place_Polygon;place;continent;One of the seven continents: Africa, Antarctica, Asia, Australia, Europe, North America, South America;Generalization;GeneralLocation;ZD050;;;;;;;;;
1004;place_Polygon;place;islet;Identifies an islet (< 1 km2). ;OK;Island;BA030;;;;;;;;;
1005;place_Polygon;place;square;For a square in a town (English: square, French: place, German: Platz, Italian: piazza, Spanish: plaza, Russian: ???????).;OK;PublicSquare;AL170;;;;;;;;;
1006;place_Polygon;place;locality;For an unpopulated named place;OK;GeneralLocation;ZD050;;;;;;;;;
1007;place_Polygon;place;island;Identifies the coastline of an island (> 1 km2);OK;Island;BA030;;;;;;;;;
1008;power_Point;power;user-defined or "yes";;not in DGIF;;;;;;;;;;;
1009;power_Point;power;compensator;Several kind of power devices used to insure of power quality and network resilience. ;Generalization;PowerSubstation;AD030;;;;;;;;;
1010;power_Point;power;converter;An HVDC converter converts electric power from high voltage alternating current (AC) to high-voltage direct current (HVDC), or vice-versa;OK;PowerSubstation;AD030;substationType;SBT;converterSubstation;3;;;;;
1011;power_Point;power;generator;A device used to convert power from one form to another;Generalization;PowerSubstation;AD030;;;;;;;;;
1012;power_Point;power;heliostat;A mirror of a heliostat device;not in DGIF;;;;;;;;;;;
1013;power_Point;power;insulator;A device to protect a power line from grounding on supports;not in DGIF;;;;;;;;;;;
1014;power_Point;power;pole;For single (often wooden or concrete) poles carrying medium/low voltage electricity cables;OK;Pylon;AT042;;;;;;;;;
1015;power_Point;power;portal;Power supporting structure composed of vertical legs with cables between them attached to a horizontal crossarm;OK;Pylon;AT042;PylonInfo_pylonConfiguration;ZI032_PYC;shapedLikeH;2;;;;;
1016;power_Point;power;catenary_mast;A catenary mast supports system of overhead wires used to supply electricity to electricaly powered vehicle equipped with a pantograph;not in DGIF;;;;;;;;;;;
1017;power_Point;power;substation;A tag for electricity substations. These provide voltage step-up/step-down, switching, conditioning, etc. Substations may be large facilities (up to several acres) for very high voltage transmission lines or just small buildings or kiosks near the street for low voltage distribution lines;OK;PowerSubstation;AD030;;;;;;;;;
1018;power_Point;power;switch;A tag for electricity switches which are devices which allow operators to power up & down lines and transformer in substations or outside;OK;PowerSubstation;AD030;substationType;SBT;switchedSubstation;1;;;;;
1019;power_Point;power;terminal;Point of connection between overhead power lines to buildings or walls;OK;PowerSubstation;AD030;;;;;;;;;
1020;power_Point;power;tower;For towers or pylons carrying high voltage electricity cables. Normally constructed from steel latticework but tubular or solid pylons are also commonly used. Should not be used for medium or low voltage electricity conductors carried on single wooden poles which might be tagged power=pole;OK;Pylon;AT042;;;;;;;;;
1021;power_Point;power;transformer;A static device for transferring electric energy by inductive coupling between its windings. Large power transformers are typically located inside substations. ;OK;PowerSubstation;AD030;substationType;SBT;transformerSubstation;2;;;;;
1022;power_Line;power;user-defined or "yes";;OK;Cable;AT005;;;;;;;;;
1023;power_Line;power;cable;A way following the path of underground cables, such as the local 0.4 kV network between transformer stations, distribution boxes and cable connection points, or sea cables. Not to be confused with non-power supply cables such as cables for telecommunication;OK;Cable;AT005;verticalRelativeLocation;LOC;belowGroundSurface;40;;;;;
1024;power_Line;power;insulator;A device to protect a power line from grounding on supports;not in DGIF;;;;;;;;;;;
1025;power_Line;power;line;A way following the path of (overground) power cables. For minor power lines with poles and not towers, you may want to use power=minor_line;OK;Cable;AT005;verticalRelativeLocation;LOC;aboveSurface;45;;;;;
1026;power_Line;power;minor_line  ;A way following the path of (overground) minor power cables, supported by poles and not towers/pylons. (This isn't quite so simple, as sometimes larger towers are replaced by smaller poles made with a stronger material; a better distinction might be based on voltage). ;OK;Cable;AT005;verticalRelativeLocation;LOC;aboveSurface;45;;;;;
1027;power_Polygon;power;user-defined or "yes";;not in DGIF;;;;;;;;;;;
1028;power_Polygon;power;plant;A place/industrial facility where power is generated. Individual generating units within the facility should be tagged as power=generator;OK;ElectricPowerStation;AD010;;;;;;;;;
1029;power_Polygon;power;compensator;Several kind of power devices used to insure of power quality and network resilience. ;Generalization;PowerSubstation;AD030;;;;;;;;;
1030;power_Polygon;power;converter;An HVDC converter converts electric power from high voltage alternating current (AC) to high-voltage direct current (HVDC), or vice-versa;OK;PowerSubstation;AD030;substationType;SBT;converterSubstation;3;;;;;
1031;power_Polygon;power;generator;A device used to convert power from one form to another;Generalization;PowerSubstation;AD030;;;;;;;;;
1032;power_Polygon;power;portal;Power supporting structure composed of vertical legs with cables between them attached to a horizontal crossarm;OK;Pylon;AT042;PylonInfo_pylonConfiguration;ZI032_PYC;shapedLikeH;2;;;;;
1033;power_Polygon;power;substation;A tag for electricity substations. These provide voltage step-up/step-down, switching, conditioning, etc. Substations may be large facilities (up to several acres) for very high voltage transmission lines or just small buildings or kiosks near the street for low voltage distribution lines;OK;PowerSubstation;AD030;;;;;;;;;
1034;public_transport_Point;public_transport;user-defined or "yes";;not in DGIF;;;;;;;;;;;
1035;public_transport_Point;public_transport;stop_position;The position on the street or rails where a bus, tram or train stops;OK;Facility;AL010;featureFunction;FFN;stop;483;;;;;
1036;public_transport_Point;public_transport;platform;The place where passengers are waiting for the transportation vehicle;not in DGIF;;;;;;;;;;;
1037;public_transport_Line;public_transport;user-defined or "yes";;not in DGIF;;;;;;;;;;;
1038;public_transport_Line;public_transport;platform;The place where passengers are waiting for the transportation vehicle;not in DGIF;;;;;;;;;;;
1039;public_transport_Polygon;public_transport;user-defined or "yes";;not in DGIF;;;;;;;;;;;
1040;public_transport_Polygon;public_transport;platform;The place where passengers are waiting for the transportation vehicle;not in DGIF;;;;;;;;;;;
1041;public_transport_Polygon;public_transport;station;A station where several buses or trains end their service;OK;TransportationStation;AQ125;;;;;;;;;
1042;railway_Point;railway;user-defined or "yes";;not in DGIF;;;;;;;;;;;
1043;railway_Point;railway;halt;A small station without switches;OK;TransportationStation;AQ125;meansTransportation;TME;train;11;;;;;
1044;railway_Point;railway;station;Railway station (stations have switches).;OK;TransportationStation;AQ125;meansTransportation;TME;train;11;;;;;
1045;railway_Point;railway;subway_entrance;The entrance to a subway station, usually going from surface to underground;Generalization;EntranceExit;AQ090;;;;;;;;;
1046;railway_Point;railway;tram_stop;A tram stop is a place where a passenger can embark / disembark a tram;Generalization;Facility;AL010;featureFunction;FFN;stop;483;;;;;
1047;railway_Point;railway;buffer_stop ;stops the train at the end of a track;not in DGIF;;;;;;;;;;;
1048;railway_Point;railway;derail;A device used to prevent fouling of a rail track by unauthorized movements of trains or unattended rolling stock;not in DGIF;;;;;;;;;;;
1049;railway_Point;railway;crossing; A point where pedestrians may cross. ;Generalization;Crossing;AQ062;meansTransportation;TME;pedestrian;3;;;;;
1050;railway_Point;railway;level_crossing  ; A point where rails and roads cross. ;Generalization;Crossing;AQ062;meansTransportation;TME;automobile;1;;;;;
1051;railway_Point;railway;signal; Any kind of railway signal ;OK;RailwaySignal;AN085;;;;;;;;;
1052;railway_Point;railway;turntable;These are used for changing the direction that part of a train is pointing in;OK;RailwayTurntable;AN075;;;;;;;;;
1053;railway_Point;railway;switch  ;Full Connections between railways (aka 'points'). ;OK;RailwaySwitch;AN080;;;;;;;;;
1054;railway_Point;railway;railway_crossing;Crossing rails with no interconnection;Generalization;Crossing;AQ062;meansTransportation;TME;train;11;;;;;
1055;railway_Point;railway;traverser  ;These are used for changing trains between railways. Also known as transfer table;not in DGIF;;;;;;;;;;;
1056;railway_Line;railway;user-defined or "yes";;OK;Railway;AN010;;;;;;;;;
1057;railway_Line;railway;abandoned;The course of a former railway which has been abandoned and the track and infrastucture removed. The course may be still recognized through embankments, cuttings, bridges, tunnel and rolling or straight ways;OK;Railway;AN010;physicalCondition;PCF;unmaintained;3;;;;;
1058;railway_Line;railway;construction;Railway under construction ;OK;Railway;AN010;physicalCondition;PCF;construction;1;;;;;
1059;railway_Line;railway;disused;A section of railway which is no longer used but where the track and infrastructure remains in place;OK;Railway;AN010;physicalCondition;PCF;unmaintained;3;;;;;
1060;railway_Line;railway;funicular;Cable driven inclined railways. In many cases they serve touristic interest, giving easy access to spectacular mountain views;OK;Railway;AN010;railwayUse;RRC;funicular;15;;;;;
1061;railway_Line;railway;light_rail ;A higher-standard tram system, normally in its own right-of-way. Often it connects towns and thus reaches a considerable length (tens of kilometer). ;Generalization;Railway;AN010;;;;;;;;;
1062;railway_Line;railway;miniature;Miniature railways are narrower than narrow gauge and carry passengers. They can be found in parks;Generalization;Railway;AN010;;;;;;;;;
1063;railway_Line;railway;monorail;A railway with only a single rail. A monorail can run above the rail like in Las Vegas and Disneyland or can suspend below the rail like the Wuppertal Schwebebahn (Germany).;OK;Railway;AN010;TrackInfo_trackType;ZI017_TRT;monorail;12;;;;;
1064;railway_Line;railway;narrow_gauge ;Narrow-gauge passenger or freight trains. Narrow gauge railways can have mainline railway service like the Rhaetian Railway in Switzerland or can be a small light industrial railway;OK;Railway;AN010;TrackInfo_railwayGaugeClass;ZI017_RGC;narrow;2;;;;;
1065;railway_Line;railway;preserved;A railway running historic trains, usually a tourist attraction (changed to preserved from preserved_rail as "rail" is redundant). ;OK;Railway;AN010;physicalCondition;PCF;intact;2;;;;;
1066;railway_Line;railway;rail;Full sized passenger or freight trains in the standard gauge for the country or state;OK;Railway;AN010;physicalCondition;PCF;intact;2;;;;;
1067;railway_Line;railway;subway;A city passenger rail service running mostly grade separated ;OK;Railway;AN010;railwayUse;RRC;undergroundRailway;6;;;;;
1068;railway_Line;railway;tram;One or two carriage rail vehicles, usually sharing motor road ;OK;Railway;AN010;railwayUse;RRC;tramway;14;;;;;
1069;railway_Line;railway;platform;This is parallel to the rail line for showing where the actual platforms are. It is also to know where you can change platform and enter the station, so use footpaths to connect them. This is really useful for routing too;not in DGIF;;;;;;;;;;;
1070;railway_Polygon;railway;user-defined or "yes";;not in DGIF;;;;;;;;;;;
1071;railway_Polygon;railway;platform;This is parallel to the rail line for showing where the actual platforms are. It is also to know where you can change platform and enter the station, so use footpaths to connect them. This is really useful for routing too;not in DGIF;;;;;;;;;;;
1072;railway_Polygon;railway;station;Railway station (stations have switches).;OK;TransportationStation;AQ125;;;;;;;;;
1073;railway_Polygon;railway;railway;Ground used around railways and railway-stations;OK;RailwayYard;AN060;;;;;;;;;
1074;railway_Polygon;railway;turntable;These are used for changing the direction that part of a train is pointing in;OK;RailwayTurntable;AN075;;;;;;;;;
1075;railway_Polygon;railway;traverser  ;These are used for changing trains between railways. Also known as transfer table;not in DGIF;;;;;;;;;;;
1076;railway_Polygon;railway;roundhouse  ;A semicircular building with many stalls for servicing engines;OK;Roundhouse;AN076;;;;;;;;;
1077;route_Line;route;user-defined or "yes";;not in DGIF;;;;;;;;;;;
1078;route_Line;route;ferry;The route a ferry takes from terminal to terminal ;OK;FerryCrossing;AQ070;;;;;;;;;
1079;route_Line;route;mtb;Mountain biking;not in DGIF;;;;;;;;;;;
1080;shop_Point;shop;user-defined or "yes";;Generalization;Building;AL013;featureFunction;FFN;retailSale;460;;;;;
1081;shop_Point;shop;alcohol ;Shop selling alcohol to take away;Generalization;Building;AL013;featureFunction;FFN;grocery;476;;;;;
