NO;OSM Feature Class;OSM MCE FieldName;OSM  Attribute Value;OSM Attribute definition;Mapping Description;DGIF Feature Alpha;DGIF Feature 531;DGIF Attribute Alpha;DGIF Attribute 531;DGIF AttributeValue Alpha;DGIF Value 531;DGIF Attribute Alpha;DGIF Attribute 531;DGIF AttributeValue Alpha;DGIF Value 531;
188;amenity_Polygon;amenity;clinic;A medium-sized medical facility or health centre;OK;Building;AL013;featureFunction;FFN;outPatientCare;862;;;;;
189;amenity_Polygon;amenity;dentist;A dentist practice / surgery;Generalization;Building;AL013;featureFunction;FFN;humanHealthActivities;860;;;;;
190;amenity_Polygon;amenity;doctors; A doctor's practice / surgery ;Generalization;Building;AL013;featureFunction;FFN;humanHealthActivities;860;;;;;
191;amenity_Polygon;amenity;hospital ;Often used in conjunction with emergency=* to note whether or not the hospital has emergency facilities (A&E (brit.) or ER (am.));OK;Building;AL013;featureFunction;FFN;inPatientCare;861;;;;;
192;amenity_Polygon;amenity;nursing_home  ;A home for disabled or elderly persons who need permanent care;OK;Building;AL013;featureFunction;FFN;residentialCare;875;;;;;
193;amenity_Polygon;amenity;pharmacy;Pharmacy;OK;Building;AL013;featureFunction;FFN;pharmacy;477;;;;;
194;amenity_Polygon;amenity;social_facility ; A facility that provides social services ;OK;Building;AL013;featureFunction;FFN;socialWork;887;;;;;
195;amenity_Polygon;amenity;veterinary ;A place where a veterinary surgeon (vet) practices;OK;Building;AL013;featureFunction;FFN;veterinary;757;;;;;
196;amenity_Polygon;amenity;blood_donation ;A place where you can donate blood, plasma and/or platelets, and possibly have stem cell samples taken;Generalization;Building;AL013;featureFunction;FFN;humanHealthActivities;860;;;;;
197;amenity_Polygon;amenity;arts_centre ;A venue where a variety of arts are performed or conducted;Generalization;Building;AL013;featureFunction;FFN;culturalArtsEntertainment;890;;;;;
198;amenity_Polygon;amenity;brothel ;An establishment specifically dedicated to prostitution;Generalization;Building;AL013;featureFunction;FFN;adultEntertainment;966;;;;;
199;amenity_Polygon;amenity;casino;A gambling venue with at least one table game(e.g. roulette, blackjack) that takes bets on sporting and other events at agreed upon odds;OK;Building;AL013;featureFunction;FFN;gambling;909;;;;;
200;amenity_Polygon;amenity;cinema;A place where films are shown (US: movie theater);OK;Building;AL013;featureFunction;FFN;cinema;594;;;;;
201;amenity_Polygon;amenity;community_centre ;A place mostly used for local events and festivities;OK;Building;AL013;featureFunction;FFN;communityCentre;893;;;;;
202;amenity_Polygon;amenity;fountain;A fountain for cultural / decorational / recreational purposes;OK;Fountain;BH075;;;;;;;;;
203;amenity_Polygon;amenity;gambling;A place for gambling, not being a shop=bookmaker, shop=lottery, amenity=casino, or leisure=adult_gaming_centre. Games that are covered by this definition include bingo and pachinko.;OK;Building;AL013;featureFunction;FFN;gambling;909;;;;;
204;amenity_Polygon;amenity;nightclub;A place to drink and dance (nightclub). The German word is "Disco" or "Discothek". Please don't confuse this with the German "Nachtclub" which is most likely  amenity=stripclub;OK;Building;AL013;featureFunction;FFN;nightClub;895;;;;;
205;amenity_Polygon;amenity;planetarium;A planetarium;Generalization;Building;AL013;featureFunction;FFN;hobbyLeisureActivities;923;;;;;
206;amenity_Polygon;amenity;social_centre ; A place for free and not-for-profit activities ;OK;Building;AL013;featureFunction;FFN;communityCentre;893;;;;;
207;amenity_Polygon;amenity;studio;TV radio or recording studio;Generalization;Building;AL013;featureFunction;FFN;publishingBroadcasting;580;;;;;
208;amenity_Polygon;amenity;swingerclub ;A club where people meet to have a party and group sex;Generalization;Building;AL013;featureFunction;FFN;adultEntertainment;966;;;;;
209;amenity_Polygon;amenity;theatre;A theatre or opera house;OK;Building;AL013;featureFunction;FFN;theatre;891;;;;;
210;amenity_Polygon;amenity;animal_boarding ;A facility where you, paying a fee, can bring your animal for a limited period of time (e.g. for holidays) ;OK;Building;AL013;featureFunction;FFN;animalBoarding;919;;;;;
211;amenity_Polygon;amenity;animal_shelter ;A shelter that recovers animals in trouble ;OK;Building;AL013;featureFunction;FFN;animalBoarding;919;;;;;
212;amenity_Polygon;amenity;courthouse ; A place where justice is dispensed  ;OK;Building;AL013;featureFunction;FFN;judicialActivities;840;;;;;
213;amenity_Polygon;amenity;coworking_space;A place where people can go to work (might require a fee); not limited to a single employer ;Generalization;Building;AL013;;;;;;;;;
214;amenity_Polygon;amenity;crematorium ; A place where dead human bodies are burnt  ;OK;Building;AL013;featureFunction;FFN;cremation;964;;;;;
215;amenity_Polygon;amenity;crypt ;It is a stone chamber or vault beneath the floor of a burial vault possibly containing sarcophagi, coffins or relics;OK;Tomb;AL036;;;;;;;;;
216;amenity_Polygon;amenity;dive_centre ;A dive center is the base location where sports divers usually start scuba diving or make dive guided trips at new locations;Generalization;Building;AL013;featureFunction;FFN;sportsAmusementRecreation;900;;;;;
217;amenity_Polygon;amenity;dojo;Training place for any of the Japanese arts. ;Generalization;Building;AL013;featureFunction;FFN;sportsCentre;912;;;;;
218;amenity_Polygon;amenity;embassy;An embassy ;OK;Building;AL013;featureFunction;FFN;embassy;827;;;;;
219;amenity_Polygon;amenity;fire_station ;A fire station ;OK;Building;AL013;featureFunction;FFN;firefighting;845;;;;;
220;amenity_Polygon;amenity;game_feeding ;Game feeding place ;Generalization;Building;AL013;;;;;;;;;
221;amenity_Polygon;amenity;grave_yard ;A (smaller) place of burial, often you'll find a church nearby. Large places should be landuse=cemetery instead;OK;Cemetery;AL030;;;;;;;;;
222;amenity_Polygon;amenity;hunting_stand ;A hunting stand ;Generalization;Building;AL013;featureFunction;FFN;hunting;19;;;;;
223;amenity_Polygon;amenity;internet_cafe ;A place whose principal role is providing internet services to the public;OK;Building;AL013;featureFunction;FFN;foodService;570;featureFunction;FFN;telecommunications;610;
224;amenity_Polygon;amenity;kneipp_water_cure ;Outdoor foot bath facility. Usually this is a pool with cold water and handrail. Popular in German speaking countries;not in DGIF;;;;;;;;;;;
225;amenity_Polygon;amenity;marketplace ;A place where trade is regulated, e.g. a square;OK;Building;AL013;featureFunction;FFN;market;475;;;;;
226;amenity_Polygon;amenity;place_of_worship ;A church, mosque, or temple, etc.;OK;Building;AL013;featureFunction;FFN;placeOfWorship;931;;;;;
227;amenity_Polygon;amenity;police;A police station ;OK;Building;AL013;featureFunction;FFN;lawEnforcement;841;;;;;
228;amenity_Polygon;amenity;post_office;Post office building with postal services ;OK;Building;AL013;featureFunction;FFN;postalActivities;540;;;;;
229;amenity_Polygon;amenity;prison;A prison;OK;Building;AL013;featureFunction;FFN;imprisonment;843;;;;;
230;amenity_Polygon;amenity;ranger_station ;National Park Visitor Headquarters;Generalization;Building;AL013;featureFunction;FFN;botanZooReserveActivities;907;;;;;
231;amenity_Polygon;amenity;recycling ;Recycling facilities (bottle banks, etc.);OK;Building;AL013;featureFunction;FFN;wasteTreatmentDisposal;383;;;;;
232;amenity_Polygon;amenity;rescue_station ;A rescue station;OK;Building;AL013;featureFunction;FFN;emergencyReliefServices;888;;;;;
233;amenity_Polygon;amenity;sauna;A small room or house to experience dry or wet heat sessions;not in DGIF;;;;;;;;;;;
234;amenity_Polygon;amenity;shelter;A small shelter against bad weather conditions;not in DGIF;;;;;;;;;;;
235;amenity_Polygon;amenity;shower;Public shower or bath.;Generalization;Building;AL013;featureFunction;FFN;communalBath;559;;;;;
236;amenity_Polygon;amenity;toilets;Public toilets (might require a fee) ;OK;Building;AL013;featureFunction;FFN;restroom;382;;;;;
237;amenity_Polygon;amenity;townhall;Building where the administration of a village, town or city may be located, or just a community meeting place;OK;Building;AL013;featureFunction;FFN;localGovernment;812;;;;;
238;amenity_Polygon;amenity; waste_transfer_station ;A waste transfer station is a location that accepts, consolidates and transfers waste in bulk;OK;Building;AL013;featureFunction;FFN;wasteTreatmentDisposal;383;;;;;
239;amenity_Polygon;amenity;user-defined or "yes";;not in DGIF;;;;;;;;;;;
240;barrier_Point;barrier;kerb;A (for example footway) kerb is a barrier for vehicles and wheelchair drivers.;Generalization;VehicleBarrier;AP041;;;;;;;;;
241;barrier_Point;barrier;tank_trap ;Static anti-tank obstacle defences ;OK;VehicleBarrier;AP041;meansTransportation;TME;trackedVehicle;7;;;;;
242;barrier_Point;barrier;block; A large, solid, immobile block that can be moved only with heavy machinery or great effort. 
Typically big solid things made of concrete for stopping larger vehicles. 
Sometimes natural boulders are used for the same purpose ;Generalization;VehicleBarrier;AP041;;;;;;;;;
243;barrier_Point;barrier;bollard;Solid (usually concrete or metal) pillar or pillars in the middle of the road to prevent passage by some traffic;Generalization;VehicleBarrier;AP041;;;;;;;;;
244;barrier_Point;barrier;border_control  ;This is a control point at an international border between two countries. Passports or other forms of ID will be checked;Generalization;VehicleBarrier;AP041;;;;;;;;;
245;barrier_Point;barrier;bump_gate ;See wikipedia:Bump gate ;Generalization;Gate;AP040;;;;;;;;;
246;barrier_Point;barrier;bus_trap;See wikipedia:Bus trap ;Generalization;VehicleBarrier;AP041;;;;;;;;;
247;barrier_Point;barrier;cattle_grid ;Bars in the road surface that allow wheeled vehicles but not animals to cross. 
Sometimes known as a Texas Gate, even outside of Texas ;Generalization;VehicleBarrier;AP041;;;;;;;;;
248;barrier_Point;barrier;chain;A chain used to prevent motorised vehicles ;Generalization;VehicleBarrier;AP041;;;;;;;;;
249;barrier_Point;barrier;cycle_barrier ;Barriers to bicycle traffic, most typically a pair of staggered steel bars perpendicular to the way itself whose gaps allow pedestrians to pass;OK;VehicleBarrier;AP041;meansTransportation;TME;bicycle;4;;;;;
250;barrier_Point;barrier;debris;A road is blocked by debris with or without ground. This might be for short or long time. Often used as first step in blocking an abandoned road;Generalization;VehicleBarrier;AP041;;;;;;;;;
251;barrier_Point;barrier;entrance;A gap in a linear barrier with nothing that limits passing through;OK;EntranceExit;AQ090;;;;;;;;;
252;barrier_Point;barrier;full-height_turnstile ;A full-height turnstile, also called HEET-turnstile (High Entrance/Exit Turnstile), like the ones to access security areas ;Generalization;VehicleBarrier;AP041;;;;;;;;;
253;barrier_Point;barrier;gate;An entrance that can be opened or closed to get through the barrier;OK;Gate;AP040;;;;;;;;;
254;barrier_Point;barrier;hampshire_gate  ;A section of wire fence which can be removed temporarily;Generalization;Gate;AP040;;;;;;;;;
255;barrier_Point;barrier;height_restrictor ;Combine with maxheight=*.;Generalization;VehicleBarrier;AP041;;;;;;;;;
256;barrier_Point;barrier;horse_stile ;A horse stile allows pedestrians and horses to cross a gap through a fence, but prevents or makes it very difficult for motorcycles and live stock to cross. ;Generalization;VehicleBarrier;AP041;;;;;;;;;
257;barrier_Point;barrier;jersey_barrier  ;A jersey barrier consists of heavy prefabricated blocks to create a barrier ;Generalization;VehicleBarrier;AP041;;;;;;;;;
258;barrier_Point;barrier;kent_carriage_gap;A Kent carriage gap is used by local authorities in the UK to prevent motorised vehicles from accessing public rights of way whilst allowing most horse drawn carriages to pass ;Generalization;VehicleBarrier;AP041;;;;;;;;;
259;barrier_Point;barrier;kissing_gate ;A gate which allows people to cross, but not livestock;Generalization;Gate;AP040;;;;;;;;;
260;barrier_Point;barrier;lift_gate ;A lift gate (boom barrier) is a bar, or pole pivoted in such a way as to allow the boom to block vehicular access through a controlled point;Generalization;Gate;AP040;;;;;;;;;
261;barrier_Point;barrier;log;Use this when the passage is closed by lumber (trunk of a tree). This kind of barrier is often useful to sit on. This barrier is a penalty to cyclists but can be crossed by lifting the bike over;OK;VehicleBarrier;AP041;structMatType;MCC;wood;117;;;;;
262;barrier_Point;barrier;motorcycle_barrier;Barriers along paths that prevent access by motorcycles;OK;VehicleBarrier;AP041;meansTransportation;TME;motorcycle;9;;;;;
263;barrier_Point;barrier;rope; A flexible barrier made of fibres, twisted or braided together to improve strength. As a barrier it is often more symbolic than actually physically preventing pedestrians from accessing ;Generalization;VehicleBarrier;AP041;;;;;;;;;
264;barrier_Point;barrier;sally_port  ;A sally port is used to pass through thick or city walls, and is a type of covered gate with two doors;Generalization;VehicleBarrier;AP041;;;;;;;;;
265;barrier_Point;barrier;spikes;Spikes on the ground that prevent unauthorized access. Can also be removeable e.g. after payment in a garage;Generalization;VehicleBarrier;AP041;;;;;;;;;
266;barrier_Point;barrier;stile;A stile allows pedestrians to cross a wall or fence, but never actually "opens" the barrier (unlike a gate, a stile has few or no moving parts).;Generalization;VehicleBarrier;AP041;;;;;;;;;
267;barrier_Point;barrier;sump_buster  ;A sump buster is a concrete slab or steel structure that prevents passing of two-tracked vehicles with less than a minimum track and ground clearance. (Typically stops normal cars.);Generalization;VehicleBarrier;AP041;;;;;;;;;
268;barrier_Point;barrier;swing_gate ;Similar to a lift gate but rotates sidewards to open. It is usually made out of metal bars (wood or other material possible) and is intended to prevent cars from access but can usually be crossed by pedestrians and cyclists. ;Generalization;Gate;AP040;;;;;;;;;
269;barrier_Point;barrier;toll_booth  ;A road usage toll or fee is collected here;Generalization;VehicleBarrier;AP041;;;;;;;;;
270;barrier_Point;barrier;turnstile ;A turnstile (also called baffle gate) is used to allow one person at a time to pass. Use this for small turnstiles like the ones in supermarkets or some subways.;Generalization;Gate;AP040;;;;;;;;;
271;barrier_Point;barrier;user-defined or "yes";;OK;VehicleBarrier;AP041;;;;;;;;;
272;barrier_Line;barrier;user-defined or "yes";;OK;VehicleBarrier;AP041;;;;;;;;;
273;barrier_Line;barrier;spikes;Spikes on the ground that prevent unauthorized access. Can also be removeable e.g. after payment in a garage;Generalization;VehicleBarrier;AP041;;;;;;;;;
274;barrier_Line;barrier;rope; A flexible barrier made of fibres, twisted or braided together to improve strength. As a barrier it is often more symbolic than actually physically preventing pedestrians from accessing ;Generalization;VehicleBarrier;AP041;;;;;;;;;
275;barrier_Line;barrier;log;Use this when the passage is closed by lumber (trunk of a tree). This kind of barrier is often useful to sit on. This barrier is a penalty to cyclists but can be crossed by lifting the bike over;OK;VehicleBarrier;AP041;structMatType;MCC;wood;117;;;;;
276;barrier_Line;barrier;jersey_barrier  ;A jersey barrier consists of heavy prefabricated blocks to create a barrier ;Generalization;VehicleBarrier;AP041;;;;;;;;;
277;barrier_Line;barrier;gate;An entrance that can be opened or closed to get through the barrier;OK;Gate;AP040;;;;;;;;;
278;barrier_Line;barrier;bollard;Solid (usually concrete or metal) pillar or pillars in the middle of the road to prevent passage by some traffic;Generalization;VehicleBarrier;AP041;;;;;;;;;
279;barrier_Line;barrier;tank_trap ;Static anti-tank obstacle defences ;OK;VehicleBarrier;AP041;meansTransportation;TME;trackedVehicle;7;;;;;
280;barrier_Line;barrier;block; A large, solid, immobile block that can be moved only with heavy machinery or great effort. 
Typically big solid things made of concrete for stopping larger vehicles. 
Sometimes natural boulders are used for the same purpose ;Generalization;VehicleBarrier;AP041;;;;;;;;;
